time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
5.16000019,-17.12033335,-6.48266364,15.75908675,-1.45641865,0.92699929,0.26684017,73.53849935,-8.18992393,-3.25871008,73.17149206,73.17149206,6.30097653,0,0,-7.68547369,-11.54973151,9.34818003,24.23828995,24.23828995,-17.25063633,0,0,-15.98601876,11.67919546,-11.4485862,-67.42096465,-7.55725352,-30.32776998,75.61164341,87.10562647,0,0,75.66366155,-14.53314837,1.69995141,126.0313536,33.52801692,0,0
5.16500019,-16.73705373,-6.29242014,14.94075139,-1.42169089,0.93011594,0.26613705,72.18294865,-7.80695692,-3.36603547,67.41492621,67.41492621,4.97578035,0,0,-9.72447208,-11.33483889,9.67938019,23.84945922,23.84945922,-20.30363742,0,0,-16.12195649,11.81189537,-10.93482102,-67.51207563,-7.11977293,-31.31256336,75.95866053,87.05686355,0,0,73.76793719,-15.64641275,1.636844,127.818669,33.66293134,0,0
5.17000019,-16.29599225,-6.07572399,14.3302004,-1.38713467,0.93356352,0.2653917,70.4674393,-7.56622963,-3.5986917,61.40456398,61.40456398,3.31829425,0,0,-11.43287272,-11.05700035,10.20909075,24.10262348,24.10262348,-22.62579664,0,0,-16.35555225,11.94480929,-10.61510912,-67.24378036,-6.75696652,-32.16003314,76.26863209,87.00218809,0,0,71.39221353,-16.89468886,1.71038628,129.460161,33.79439215,0,0
5.17500019,-15.78738162,-5.83437692,13.9149932,-1.35275521,0.93729433,0.26464224,68.40519943,-7.44122183,-3.95369708,55.19207592,55.19207592,1.32406898,0,0,-12.82251445,-10.74632321,10.87507833,25.02685909,25.02685909,-24.20572367,0,0,-16.7023746,12.0744173,-10.48515398,-66.6286663,-6.49030501,-32.84643964,76.5507131,86.93925479,0,0,68.57260445,-18.2541786,1.89365149,130.8979923,33.91869946,0,0
5.18000019,-15.20293368,-5.57164894,13.66855736,-1.31854599,0.94124792,0.26393278,66.01909202,-7.39304977,-4.42658434,48.84645253,48.84645253,-1.00239354,0,0,-13.91887072,-10.42688061,11.58901716,26.61279289,26.61279289,-25.10417641,0,0,-17.1760331,12.19743151,-10.52633436,-65.69195116,-6.33529792,-33.33774353,76.82814972,86.66775634,0,0,65.35293492,-19.69377614,2.15451856,132.0696542,34.124194,0,0
5.18500019,-14.54234284,-5.29009715,13.55506829,-1.28449883,0.94534019,0.26330392,63.3528029,-7.37955525,-5.00642947,42.46358915,42.46358915,-3.64729413,0,0,-14.74831792,-10.11442435,12.2545118,28.81961427,28.81961427,-25.43738562,0,0,-17.77966918,12.30805825,-10.71354433,-64.46598153,-6.30764842,-33.62823098,77.12036691,86.35794884,0,0,61.77953021,-21.17408523,2.45106306,132.9303995,34.34925943,0,0
5.19000019,-13.82006647,-4.98786592,13.53254652,-1.2506135,0.94945373,0.26278671,60.48445988,-7.36603219,-5.67283991,36.1818937,36.1818937,-6.57557413,0,0,-15.32766304,-9.81163202,12.78934382,31.58242888,31.58242888,-25.35458866,0,0,-18.49926394,12.39326492,-11.01657626,-62.990906,-6.40927101,-33.70826641,77.4575993,85.9706108,0,0,57.90432271,-22.65033218,2.7354237,133.4183881,34.85972149,0,0
5.19500019,-13.07058305,-4.65583522,13.55671804,-1.21690715,0.95343289,0.26239609,57.53916135,-7.3383272,-6.40446498,30.20098684,30.20098684,-9.70635582,0,0,-15.6540914,-9.50365452,13.14311868,34.82686286,34.82686286,-25.00468788,0,0,-19.29801061,12.4282925,-11.40559136,-61.31110381,-6.63637951,-33.57410268,77.86964207,85.42326588,0,0,53.77806567,-24.07139097,2.9682544,133.546609,35.05240483,0,0
5.20000019,-12.34833282,-4.28118951,13.57874474,-1.18341403,0.95708988,0.26214878,54.6888985,-7.30063597,-7.19103767,24.78135129,24.78135129,-12.88467626,0,0,-15.70337436,-9.16121319,13.29347721,38.47966209,38.47966209,-24.50999082,0,0,-20.11722236,12.37840093,-11.84755593,-59.4706734,-6.97549484,-33.23695699,78.38366293,84.73344487,0,0,49.45987297,-25.38285204,3.09668711,133.2423932,35.6375088,0,0
5.20500019,-11.71539349,-3.86222863,13.54680247,-1.15017315,0.96023239,0.26208483,52.11774708,-7.25624882,-8.03741624,20.19011373,20.19011373,-15.88552297,0,0,-15.43900744,-8.76171106,13.22837875,42.47539292,42.47539292,-23.94799419,0,0,-20.88820276,12.21365805,-12.30067755,-57.50860221,-7.40675372,-32.71018326,79.02349477,83.81410896,0,0,45.00571583,-26.53321357,3.09960214,132.5543657,35.84254155,0,0
5.21000019,-11.2163186,-3.42160385,13.41907384,-1.11720599,0.9627171,0.26225637,49.95240436,-7.18827616,-8.9462245,16.59959507,16.59959507,-18.48179332,0,0,-14.83648852,-8.31518132,12.9410556,46.75147307,46.75147307,-23.35124174,0,0,-21.55640247,11.9324716,-12.71792491,-55.4497071,-7.90866742,-32.01995213,79.79799742,82.67702452,0,0,40.48153885,-27.46921772,2.94178062,131.4310074,36.42017682,0,0
5.21500019,-10.86119899,-3.00199033,13.18119379,-1.08450726,0.96448844,0.2626825,48.21630341,-7.06503341,-9.89519306,14.02900299,14.02900299,-20.52600114,0,0,-13.90139059,-7.86745638,12.44703436,51.24277743,51.24277743,-22.71590167,0,0,-22.09707687,11.569425,-13.06184794,-53.30735494,-8.46269106,-31.19292834,80.70865639,81.27502935,0,0,35.94793419,-28.14229079,2.62069439,129.9324488,36.74036518,0,0
5.22000019,-10.63414735,-2.6473609,12.84749559,-1.05205742,0.96556446,0.26332784,46.85432629,-6.86043503,-10.8349061,12.38753099,12.38753099,-21.96337399,0,0,-12.66196927,-7.47634295,11.79294092,55.88807896,55.88807896,-22.00846806,0,0,-22.51038316,11.17867748,-13.31480458,-51.07957508,-9.05259041,-30.26275045,81.74150046,79.66436353,0,0,31.47400857,-28.51272574,2.13388158,128.0526216,37.14333192,0,0
5.22500019,-10.51082605,-2.38955797,12.44533344,-1.01983324,0.96599981,0.26412821,45.7850302,-6.56211378,-11.70384392,11.55001841,11.55001841,-22.79266322,0,0,-11.15427348,-7.18802897,11.04507902,60.63384134,60.63384134,-21.18453161,0,0,-22.80741509,10.81084065,-13.47134766,-48.73795561,-9.65967308,-29.39049445,82.79149524,79.71947827,0,0,27.12864765,-28.55744281,1.50846055,125.8580371,37.00176431,0,0
5.23000019,-10.47027579,-2.24544382,11.99922809,-0.98781173,0.96585711,0.26502597,44.93687547,-6.16710915,-12.44646374,11.40358577,11.40358577,-23.02661158,0,0,-9.41123373,-7.02833091,10.26955722,65.43431549,65.43431549,-20.20631205,0,0,-22.99735535,10.49828456,-13.545918,-46.33132851,-10.29211999,-28.20485322,84.08213306,76.0431147,0,0,22.97360948,-28.27932674,0.72869486,123.2514459,38.00813521,0,0
5.23500019,-10.49689326,-2.21996276,11.52380056,-0.95597021,0.96519876,0.2659872,44.2580337,-5.67521736,-13.02668604,11.85917725,11.85917725,-22.671904,0,0,-7.46080106,-7.00549329,9.52101753,70.24715176,70.24715176,-19.05824818,0,0,-23.09365625,10.25938898,-13.52639244,-43.76185109,-10.91105554,-27.25361602,85.23330638,76.11972242,0,0,19.06448789,-27.69806133,-0.12719046,120.4293777,37.80663825,0,0
5.24000019,-10.57715405,-2.30936273,11.02383252,-0.92428551,0.96409232,0.26700112,43.71266388,-5.08674011,-13.4387541,12.85083149,12.85083149,-21.71714702,0,0,-5.32865563,-7.11540408,8.83924915,75.02981253,75.02981253,-17.75295242,0,0,-23.10833505,10.09786874,-13.42169468,-41.05612413,-11.51745167,-26.27579416,86.39784121,76.18280768,0,0,15.43433033,-26.85585513,-1.07091056,117.3420337,37.58712962,0,0
5.24500019,-10.69639387,-2.5032025,10.49642296,-0.89273349,0.96261638,0.26807439,43.27263132,-4.4027428,-13.70450077,14.3263914,14.3263914,-20.13900092,0,0,-3.04159775,-7.34607957,8.24970856,79.73667487,79.73667487,-16.32675898,0,0,-23.05358843,10.00360725,-13.25017168,-38.26150316,-12.1498977,-24.80463099,87.87657725,69.70935622,0,0,12.09408094,-25.81025263,-2.11722186,113.9510477,38.39083446,0,0
5.25000019,-10.83668374,-2.78409932,9.93347192,-0.86128939,0.96086481,0.26922255,42.90908593,-3.62815968,-13.85993427,16.23628783,16.23628783,-17.92093934,0,0,-0.62990056,-7.67811005,7.76575421,84.31999031,84.31999031,-14.82829465,0,0,-22.9620152,9.96843625,-12.99006528,-35.25302097,-12.7361035,-23.5689102,89.13159043,67.09959193,0,0,9.05085928,-24.61619318,-3.21434719,110.4250909,38.57894097,0,0
5.25500019,-10.97475892,-3.12946999,9.32847033,-0.82993036,0.95895033,0.27045251,42.58307863,-2.77585152,-13.94423174,18.51914963,18.51914963,-15.08881204,0,0,1.87161961,-8.08640899,7.39530783,88.73126147,88.73126147,-13.30980857,0,0,-22.86483284,9.9742029,-12.64850327,-32.03488972,-13.27397486,-22.45569262,90.18207951,67.1814161,0,0,6.2918658,-23.33920218,-4.35169558,106.8024551,38.29626394,0,0
5.26000019,-11.08105897,-3.51417732,8.68054379,-0.79863714,0.95700394,0.27175268,42.23914376,-1.86624571,-13.98392071,21.08951303,21.08951303,-11.73764519,0,0,4.42385405,-8.54247197,7.14322374,92.92502022,92.92502022,-11.81274324,0,0,-22.79723353,10.0014922,-12.25885609,-28.68723525,-13.80148475,-20.83148039,91.62862262,59.71643464,0,0,3.76841371,-22.0399352,-5.54106984,103.1688076,37.27649202,0,0
5.26500019,-11.12339072,-3.91321233,7.99384737,-0.76739415,0.95516267,0.27309571,41.80876761,-0.92312453,-13.98002734,23.83653261,23.83653261,-8.03173381,0,0,6.98718893,-9.0168125,7.00958247,96.86085686,96.86085686,-10.36618295,0,0,-22.80840687,10.03719308,-11.79961597,-25.12615266,-14.24599027,-19.3626926,92.87204804,55.13404359,0,0,1.48778197,-20.76314272,-6.75051739,99.4475186,37.1744916,0,0
5.27000019,-11.07250171,-4.30310058,7.27328088,-0.73618428,0.9535537,0.27445134,41.22031083,0.03261048,-13.90318221,26.63641725,26.63641725,-4.16698345,0,0,9.52550508,-9.48122576,6.98489558,100.5041482,100.5041482,-8.98602469,0,0,-22.93501988,10.06250814,-11.27348032,-21.40026797,-14.60202437,-17.9019937,94.08580436,50.74562374,0,0,-0.58992458,-19.55351533,-7.92609515,95.80273472,36.56693476,0,0
5.27500019,-10.90874417,-4.66383745,6.52270277,-0.70498642,0.95227638,0.27579378,40.41203108,0.98641654,-13.70703536,29.37012112,29.37012112,-0.3250796,0,0,12.01257089,-9.91192978,7.04968072,103.8274088,103.8274088,-7.67714006,0,0,-23.20157822,10.05659457,-10.6680284,-17.54761003,-14.85164349,-16.51129754,95.24445286,47.25640546,0,0,-2.49383217,-18.44061905,-9.02447207,92.27290938,35.69784158,0,0
5.28000019,-10.62663996,-4.97870894,5.7416179,-0.67377418,0.95139169,0.27711133,39.34191036,1.93019819,-13.34729856,31.93588632,31.93588632,3.35267401,0,0,14.43510257,-10.29127877,7.17406034,106.8094204,106.8094204,-6.43968009,0,0,-23.61293388,9.99498874,-9.96358306,-13.60966904,-14.98112243,-15.32454686,96.18263723,47.32921294,0,0,-4.25541978,-17.44208719,-10.0077028,88.85071293,35.43715528,0,0
5.28500019,-10.23647576,-5.23359274,4.92407318,-0.64251792,0.95091906,0.27840987,37.99195454,2.85775686,-12.79600062,34.25418429,34.25418429,6.76779672,0,0,16.79331183,-10.60835375,7.31952677,109.4340876,109.4340876,-5.27184176,0,0,-24.14656218,9.84827498,-9.15854514,-9.6999998,-15.03301988,-14.00682582,97.57526824,42.28211219,0,0,-5.93241614,-16.56269451,-10.85058479,85.63301513,35.32392205,0,0
5.29000019,-9.7634866,-5.41487535,4.05951256,-0.61119013,0.95083706,0.27971192,36.36858496,3.75756504,-12.04347026,36.26965659,36.26965659,9.85990026,0,0,19.09982445,-10.85737303,7.44264,111.689809,111.689809,-4.17455485,0,0,-24.76477037,9.58505159,-8.22652741,-5.81669088,-14.99067081,-12.98732133,98.687374,42.3708725,0,0,-7.55874352,-15.80490185,-11.50624663,82.68909444,35.09832719,0,0
5.29500019,-9.24281904,-5.50894271,3.13747,-0.57976889,0.95109111,0.2810479,34.49809236,4.60704453,-11.09502809,37.95245507,37.95245507,12.59805164,0,0,21.37530436,-11.03635867,7.50155611,113.5694558,113.5694558,-3.15101881,0,0,-25.40820262,9.17496195,-7.17535913,-2.04053667,-14.90203844,-12.07422853,99.92151673,42.45883493,0,0,-9.18623469,-15.16540342,-11.97407459,80.05785476,34.90290978,0,0
5.30000019,-8.71265855,-5.50495968,2.15383467,-0.54823999,0.95160334,0.28244491,32.42112772,5.37252135,-9.97009011,39.29945521,39.29945521,14.9712562,0,0,23.64389637,-11.14791753,7.46434316,115.0714496,115.0714496,-2.20537753,0,0,-26.01154277,8.5979212,-6.02095907,1.58357366,-14.80060709,-11.21970207,101.3945573,41.08341765,0,0,-10.85656627,-14.63945447,-12.264995,77.7459623,35.15375169,0,0
5.30500019,-8.20705669,-5.39956089,1.11455493,-0.51659588,0.95228494,0.28392148,30.18554873,6.01747997,-8.7006098,40.32967192,40.32967192,16.97742081,0,0,25.92774825,-11.20235527,7.31505386,116.2012037,116.2012037,-1.33936163,0,0,-26.51409612,7.85154653,-4.78307553,5.0493428,-14.70521556,-10.52224686,102.8749428,41.21054575,0,0,-12.6029163,-14.22969606,-12.37137016,75.83920368,35.02290738,0,0
5.31000019,-7.75119708,-5.20015966,0.03682282,-0.48483281,0.9530477,0.28548379,27.83960197,6.51308291,-7.32889996,41.07478802,41.07478802,18.61450783,0,0,28.24336699,-11.21827506,7.0570187,116.9719117,116.9719117,-0.55001643,0,0,-26.86757222,6.95466652,-3.49073722,8.35973417,-14.63588265,-10.02306303,104.2265474,44.43352039,0,0,-14.44429663,-13.93756399,-12.32644892,74.24848374,35.88066745,0,0
5.31500019,-7.36115737,-4.92461805,-1.05322207,-0.45294832,0.95381153,0.28712495,25.42786604,6.84563881,-5.90338817,41.56912985,41.56912985,19.87728214,0,0,30.60088765,-11.21933493,6.71200519,117.4039418,117.4039418,0.16943832,0,0,-27.03766941,5.9452115,-2.18268691,11.4845564,-14.6307274,-9.47236221,105.889914,44.58851134,0,0,-16.40830734,-13.76409033,-12.13234982,73.11800171,35.82266246,0,0
5.32000019,-7.04609322,-4.59696745,-2.12524219,-0.42093913,0.95451027,0.28882782,22.98969947,7.01762549,-4.47185725,41.84442457,41.84442457,20.75512246,0,0,33.00507995,-11.2283893,6.31440551,117.522356,117.522356,0.82846115,0,0,-27.01452774,4.86925479,-0.87098033,14.51294898,-14.65427721,-9.38541812,106.9589967,53.9191704,0,0,-18.47881185,-13.71431214,-11.83687512,72.21824521,37.76298732,0,0
5.32500019,-6.8119596,-4.24194904,-3.15058835,-0.38880065,0.9550933,0.29057214,20.56027368,7.04433868,-3.0740248,41.92911619,41.92911619,21.2333905,0,0,35.45758052,-11.2633063,5.90241075,117.3528555,117.3528555,1.43487119,0,0,-26.78859087,3.77552343,0.39531132,17.37741553,-14.75995487,-9.14326244,108.4267679,58.35117216,0,0,-20.67879538,-13.77635004,-11.47704301,71.65934381,39.99111829,0,0
5.33000019,-6.66170757,-3.88242445,-4.10259838,-0.35652298,0.95553147,0.29233255,18.16744835,6.94902074,-1.73993634,41.84693397,41.84693397,21.29475984,0,0,37.95664209,-11.33390735,5.51422718,116.9181286,116.9181286,1.99313967,0,0,-26.37040436,2.70675658,1.60223144,20.13755878,-14.91619384,-9.04398777,109.8319929,64.33184486,0,0,-23.00081305,-13.94415697,-11.06631811,71.46261868,41.83179181,0,0
5.33500019,-6.59486168,-3.53576582,-4.95825446,-0.32408797,0.95581998,0.29408027,15.83003675,6.7567247,-0.48806378,41.61727917,41.61727917,20.92067759,0,0,40.49472021,-11.43974022,5.18108847,116.2343549,116.2343549,2.50410689,0,0,-25.76881526,1.69960134,2.70856252,22.7551841,-15.14554307,-8.61299246,111.5782325,64.49806429,0,0,-25.45609417,-14.19395138,-10.63072072,71.69348003,41.899098,0,0
5.34000019,-6.60610014,-3.21260773,-5.69802112,-0.29146796,0.95597992,0.29578244,13.55590511,6.48987629,0.67197315,41.25393514,41.25393514,20.09249885,0,0,43.05564713,-11.56912388,4.92347609,115.309518,115.309518,2.96485848,0,0,-25.00907851,0.77672387,3.70692055,25.28545481,-15.40622102,-8.19056138,113.3030977,64.68469943,0,0,-28.00976339,-14.50708535,-10.23631079,72.16532951,42.00814894,0,0
5.34500019,-6.6843271,-2.91513186,-6.30800351,-0.25862773,0.95605523,0.29740642,11.34234461,6.16480775,1.73880209,40.76512656,40.76512656,18.79561461,0,0,45.61194792,-11.70028751,4.74601898,114.1439896,114.1439896,3.36759179,0,0,-24.12800425,-0.05492941,4.59444702,27.81992762,-15.63298904,-8.40628613,114.5221782,74.21884481,0,0,-30.54493222,-14.84624608,-10.28094251,71.90412382,54.66870366,0,0
5.35000019,-6.81340885,-2.63704128,-6.78170743,-0.22553029,0.9561047,0.29892324,9.1791022,5.79020536,2.71728454,40.1552884,40.1552884,17.02353761,0,0,48.1251585,-11.80558079,4.63510744,112.7332317,112.7332317,3.70045621,0,0,-23.13761811,-0.79433564,5.31830503,30.1804985,-15.92261968,-7.87800119,116.2545264,73.086392,0,0,-33.20087545,-15.19216317,-10.29881575,72.35894725,59.9033181,0,0
5.35500019,-6.97360948,-2.36632239,-7.12156807,-0.19214381,0.95619394,0.30031386,7.05115483,5.36905537,3.61658627,39.42607156,39.42607156,14.78228115,0,0,50.54785945,-11.85954269,4.56140113,111.0718751,111.0718751,3.95178281,0,0,-22.07873208,-1.46164764,5.89498641,32.43100852,-16.22625734,-7.20721644,118.0543507,70.14723319,0,0,-35.90184259,-15.52046568,-10.4670951,72.98210556,64.43170854,0,0
5.36000019,-7.14519105,-2.09002134,-7.33688015,-0.15844893,0.95638377,0.30156784,4.94324868,4.9021022,4.44477543,38.57845676,38.57845676,12.09725095,0,0,52.83101364,-11.84456486,4.48870862,109.1571457,109.1571457,4.11536212,0,0,-20.98223475,-2.07979438,6.32921062,34.55257986,-16.54492365,-6.3750502,119.9703419,64.96705673,0,0,-38.63675686,-15.80787295,-10.76431817,73.78638601,67.4426878,0,0
5.36500019,-7.31194731,-1.79804517,-7.44246289,-0.12444359,0.95672186,0.30268388,2.84398864,4.39176998,5.20820776,37.61524227,37.61524227,9.01599019,0,0,54.93116812,-11.75413344,4.38202116,106.9894625,106.9894625,4.19312267,0,0,-19.87702089,-2.67156983,6.63424107,36.54347282,-16.86980203,-5.48837197,121.9642287,58.81752202,0,0,-41.36472391,-16.02496114,-11.30007046,74.61379823,70.89557598,0,0
5.37000019,-7.46322654,-1.48444408,-7.45521286,-0.09014407,0.95723915,0.30366363,0.74900496,3.84312498,5.90931057,36.54445091,36.54445091,5.61165979,0,0,56.81551902,-11.58950488,4.2140065,104.5715698,104.5715698,4.19159458,0,0,-18.77744641,-3.25366172,6.84107877,38.36966044,-17.21100926,-4.53055623,124.1342444,50.55123587,0,0,-44.17623041,-16.19307203,-11.50757044,76.16583686,63.28814412,0,0
5.37500019,-7.59521598,-1.14826578,-7.39327444,-0.05558623,0.9579499,0.30451406,-1.33740108,3.26652322,6.55256833,35.38108054,35.38108054,1.98109063,0,0,58.46412443,-11.35864824,3.96793118,101.9059664,101.9059664,4.11847429,0,0,-17.71519954,-3.84070129,6.93868936,40.0920993,-17.50825365,-3.83681164,126.0321577,46.84757424,0,0,-46.74543333,-16.18761496,-12.91702281,76.49259422,75.35612975,0,0
5.38000019,-7.71072018,-0.79107146,-7.27203919,-0.02082253,0.95885408,0.3052384,-3.39981132,2.6741888,7.13936034,34.15236362,34.15236362,-1.75863877,0,0,59.86940803,-11.06852685,3.63855024,98.99241513,98.99241513,3.97954535,0,0,-16.67928354,-4.4339199,6.98089927,41.62393818,-17.8088065,-3.18803297,127.9740319,42.92162912,0,0,-49.33740374,-16.10790349,-14.02108435,77.46375216,77.14200262,0,0
5.38500019,-7.81647942,-0.41731083,-7.1064364,0.01408303,0.95994451,0.30584618,-5.41457663,2.08149058,7.67364916,32.89720196,32.89720196,-5.47918357,0,0,61.03144765,-10.7279196,3.22955118,95.82695304,95.82695304,3.77722857,0,0,-15.67709325,-5.03420011,6.97735699,42.96262956,-18.09742018,-2.64787003,129.8681733,40.13532885,0,0,-51.82469233,-15.91862887,-15.29653439,78.43816079,78.69365409,0,0
5.39000019,-7.91993972,-0.03317005,-6.90945347,0.04906163,0.96121243,0.30634946,-7.35225853,1.50423084,8.15768749,31.66714099,31.66714099,-9.05074076,0,0,61.95330971,-10.34445713,2.75185589,92.4011549,92.4011549,3.50866641,0,0,-14.70969179,-5.63766926,6.94709787,44.08467117,-18.37607074,-2.21131663,131.7371769,38.20782091,0,0,-54.1760707,-15.62733771,-16.71103532,79.40927675,79.98133016,0,0
5.39500019,-8.02522633,0.35388824,-6.69212997,0.08404647,0.96265311,0.30676288,-9.18338808,0.95737653,8.59208064,30.5228615,30.5228615,-12.35078853,0,0,62.6354587,-9.92428896,2.22160091,88.70223612,88.70223612,3.16318952,0,0,-13.78137386,-6.23801576,6.90867505,44.97835598,-18.64293913,-1.92810358,133.4857891,38.3332713,0,0,-56.37149529,-15.2514664,-18.17185325,80.42331752,79.99896476,0,0
5.40000019,-8.1303955,0.73483151,-6.46271236,0.11897901,0.96426792,0.30710078,-10.88448572,0.45516696,8.9769313,29.52815451,29.52815451,-15.27131362,0,0,63.07236405,-9.47221194,1.65957784,84.71581969,84.71581969,2.72273729,0,0,-12.90259706,-6.82642178,6.87001636,45.61268048,-18.90406864,-1.72983995,135.266437,38.44515659,0,0,-58.36878291,-14.80148735,-19.72133683,81.40811048,80.03056531,0,0
5.40500019,-8.22676274,1.09791952,-6.22810578,0.15381287,0.96606268,0.3073805,-12.4416981,0.01243972,9.31476803,28.74375519,28.74375519,-17.72480934,0,0,63.25202413,-8.99679665,1.0890511,80.43428212,80.43428212,2.16825287,0,0,-12.09077455,-7.39144055,6.83670295,45.94892891,-19.1784636,-1.51242563,137.2975323,35.61225227,0,0,-60.11495088,-14.2908679,-21.46652555,82.23833103,82.46475916,0,0
